Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url,doc,name,fund_type,id,subscription,switching,redemption,management,trustee,performance,admin,file_id,freq
BOCHK Investment Funds (AGW589),BOCHK HK Dollar Money Market Fund (AGW600),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW600,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW600&docType=OD,1.0,bochk hk dollar money market fund,other,AGW600,0,0,0,0.25%,0.125%,0,0,AGW600,daily
BOCHK Investment Funds (AGW589),BOCHK Hong Kong Dollar Income Fund (AGW594),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW594,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW594&docType=OD,1.0,bochk hong kong dollar income fund,bond,AGW594,0,0,0,0.5%,0.125%,0,0,AGW594,daily
BOCHK Investment Funds (AGW589),BOCHK Hong Kong Equity Fund (AGW591),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW591,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW591&docType=OD,1.0,bochk hong kong equity fund,stock,AGW591,0,0,0,1%,0.125%,0,0,AGW591,daily
BOCHK Investment Funds (AGW589),BOCHK US Dollar Money Market Fund (AGW599),BOCI-Prudential Asset Management Limited,20/6/2002,Offering Documents,No,AGW589,AGW599,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW599&docType=OD,1.0,bochk us dollar money market fund,other,AGW599,0,0,0,0,0,0,0,AGW599,daily
Morgan Stanley Investment Funds (ACT316),Morgan Stanley Investment Funds Global Convertible Bond Fund (AHN939),MSIM Fund Management (Ireland) Limited,18/6/2002,Offering Documents,No,ACT316,AHN939,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHN939&docType=OD,1.0,morgan stanley investment funds global convertible bond fund,bond,AHN939,0,0,0,0,0,0,0,AHN939,daily
Threadneedle (Lux) (ACY490),Threadneedle (Lux) - Emerging Market Corporate Bonds (AHM783),Threadneedle Management Luxembourg S.A.,11/6/2002,Offering Documents,No,ACY490,AHM783,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHM783&docType=OD,1.0,threadneedle (lux) - emerging market corporate bonds,bond,AHM783,3.00%,0.75%,0,1.35%,0,0,0.30%,AHM783,daily
Threadneedle (Lux) (ACY490),Threadneedle (Lux) - Global Emerging Market Equities (AHM790),Threadneedle Management Luxembourg S.A.,11/6/2002,Offering Documents,No,ACY490,AHM790,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHM790&docType=OD,1.0,threadneedle (lux) - global emerging market equities,other,AHM790,5.00%,0.75%,0,1.50%,0,0,0.30%,AHM790,daily
Fidelity Funds (AAV264),Fidelity Funds - Fidelity Target TM 2020 Fund (AHJ541),FIL Investment Management (Luxembourg) S.A.,4/4/2002,Offering Documents,No,AAV264,AHJ541,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHJ541&docType=OD,1.0,fidelity funds - fidelity target tm 2020 fund,other,AHJ541,5.25%,1%,0,0.40%,0,0,0.35%,AHJ541,daily
BlackRock Global Funds (AAR239),Asian Dragon Fund (AHF811),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF811,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF811&docType=OD,1.0,asian dragon fund,other,AHF811,5%,0,0,1.50%,0,0,0,AHF811,daily
BlackRock Global Funds (AAR239),Asian Tiger Bond Fund (AHF810),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF810,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF810&docType=OD,1.0,asian tiger bond fund,bond,AHF810,5%,0,0,1.00%,0,0,0,AHF810,daily
BlackRock Global Funds (AAR239),European Value Fund (AHF812),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF812,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF812&docType=OD,1.0,european value fund,other,AHF812,5%,0,0,1.50%,0,0,0,AHF812,daily
BlackRock Global Funds (AAR239),Global Allocation Fund (AHF814),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF814,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF814&docType=OD,1.0,global allocation fund,other,AHF814,5%,0,0,1.50%,0,0,0,AHF814,daily
BlackRock Global Funds (AAR239),Latin American Fund (AHF818),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF818,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF818&docType=OD,1.0,latin american fund,other,AHF818,5%,0,0,1.75%,0,0,0,AHF818,daily
BlackRock Global Funds (AAR239),Systematic Global SmallCap Fund (AHF816),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF816,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF816&docType=OD,1.0,systematic global smallcap fund,other,AHF816,5%,0,0,1.50%,0,0,0,AHF816,daily
BlackRock Global Funds (AAR239),US Basic Value Fund (AHF824),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF824,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF824&docType=OD,1.0,us basic value fund,other,AHF824,5%,0,0,1.50%,0,0,0,AHF824,daily
BlackRock Global Funds (AAR239),US Dollar Bond Fund (AHF825),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,Yes,AAR239,AHF825,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF825&docType=OD,1.0,us dollar bond fund,bond,AHF825,5%,0,0,0.85%,0,0,0,AHF825,daily
BlackRock Global Funds (AAR239),US Dollar High Yield Bond Fund (AHF829),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF829,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF829&docType=OD,1.0,us dollar high yield bond fund,bond,AHF829,5%,0,0,1.25%,0,0,0,AHF829,daily
BlackRock Global Funds (AAR239),US Government Mortgage Impact Fund (AHF828),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,Yes,AAR239,AHF828,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF828&docType=OD,1.0,us government mortgage impact fund,other,AHF828,5%,0,0,0.75%,0,0,0,AHF828,daily
BlackRock Global Funds (AAR239),US Growth Fund (AHF831),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF831,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF831&docType=OD,1.0,us growth fund,stock,AHF831,5%,0,0,1.50%,0,0,0,AHF831,daily
BlackRock Global Funds (AAR239),World Financials Fund (AHF813),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF813,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF813&docType=OD,1.0,world financials fund,other,AHF813,5%,0,0,1.50%,0,0,0,AHF813,daily
BlackRock Global Funds (AAR239),World Technology Fund (AHF823),BlackRock (Luxembourg) S.A.,26/3/2002,Offering Documents,No,AAR239,AHF823,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF823&docType=OD,1.0,world technology fund,other,AHF823,5%,0,0,1.50%,0,0,0,AHF823,daily
Schroder International Selection Fund (AEU509),Emerging Asia (AHF917),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF917,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF917&docType=OD,1.0,emerging asia,other,AHF917,5.00%,1.00%,0,1.50%,0,0,0.25%,AHF917,daily
Schroder International Selection Fund (AEU509),EURO Short Term Bond (AHF915),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF915,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF915&docType=OD,1.0,euro short term bond,bond,AHF915,3.00%,1.00%,0,0.50%,0,0,0.25%,AHF915,daily
Schroder International Selection Fund (AEU509),Hong Kong Dollar Bond (AHF925),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF925,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF925&docType=OD,1.0,hong kong dollar bond,bond,AHF925,3.00%,1.00%,0,0.75%,0,0,0.25%,AHF925,daily
Schroder International Selection Fund (AEU509),Hong Kong Equity (AHF919),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF919,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF919&docType=OD,1.0,hong kong equity,stock,AHF919,5.00%,1.00%,0,1.50%,0,0,0.25%,AHF919,daily
Schroder International Selection Fund (AEU509),Japanese Equity (AHF914),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF914,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF914&docType=OD,1.0,japanese equity,stock,AHF914,5.00%,1.00%,0,1.25%,0,0,0.25%,AHF914,daily
Fidelity Funds (AAV264),Fidelity Funds - Sustainable Multi Asset Income Fund (AHD660),FIL Investment Management (Luxembourg) S.A.,20/12/2001,Offering Documents,No,AAV264,AHD660,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHD660&docType=OD,1.0,fidelity funds - sustainable multi asset income fund,bond,AHD660,5.25%,1%,0,1.25%,0,0,0.35%,AHD660,daily
Janus Henderson Horizon Fund (ADL924),Janus Henderson Horizon Fund - Pan European Property Equities Fund (AGN494),Janus Henderson Investors Europe S.A.,29/11/2001,Offering Documents,No,ADL924,AGN494,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGN494&docType=OD,1.0,janus henderson horizon fund - pan european property equities fund,other,AGN494,5%,1%,0,5%,0,1.20%,0.18%,AGN494,daily
Janus Henderson Horizon Fund (ADL924),Janus Henderson Horizon Fund – Global Technology Leaders Fund (AGN492),Janus Henderson Investors Europe S.A.,29/11/2001,Offering Documents,No,ADL924,AGN492,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGN492&docType=OD,1.0,janus henderson horizon fund – global technology leaders fund,other,AGN492,5%,1%,0,5%,0,1.20%,0.18%,AGN492,daily
Schroder International Selection Fund (AEU509),EURO Liquidity (AHC093),Schroder Investment Management (Europe) S.A.,2/11/2001,Offering Documents,No,AEU509,AHC093,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHC093&docType=OD,1.0,euro liquidity,other,AHC093,0,1.00%,0,0.20%,0,0,0.25%,AHC093,daily
Schroder International Selection Fund (AEU509),Greater China (AHC092),Schroder Investment Management (Europe) S.A.,2/11/2001,Offering Documents,No,AEU509,AHC092,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHC092&docType=OD,1.0,greater china,other,AHC092,5.00%,1.00%,0,1.50%,0,0,0.25%,AHC092,daily
Schroder International Selection Fund (AEU509),US Dollar Liquidity (AHC095),Schroder Investment Management (Europe) S.A.,2/11/2001,Offering Documents,No,AEU509,AHC095,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHC095&docType=OD,1.0,us dollar liquidity,other,AHC095,0,1.00%,0,0.20%,0,0,0.25%,AHC095,daily
Value Partners Intelligent Funds (AFS451),China Convergence Fund (AFS452),Value Partners Limited,23/10/2001,Offering Documents,No,AFS451,AFS452,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AFS452&docType=OD,1.0,china convergence fund,other,AFS452,5%,0,0,1.25%,0.135%,15%,0,AFS452,daily
PineBridge Fund Series (AFI492),PineBridge Europe Equity Fund (AGS049),PineBridge Investments Hong Kong Limited,19/10/2001,Offering Documents,No,AFI492,AGS049,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS049&docType=OD,1.0,pinebridge europe equity fund,stock,AGS049,6.00%,1.00%,0,1.50%,0.05%,0,0.05%,AGS049,daily
PineBridge Fund Series (AFI492),PineBridge Japan Equity Fund (AGS051),PineBridge Investments Hong Kong Limited,19/10/2001,Offering Documents,No,AFI492,AGS051,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS051&docType=OD,1.0,pinebridge japan equity fund,stock,AGS051,6.00%,1.00%,0,1.50%,0.05%,0,0.05%,AGS051,daily
PineBridge Fund Series (AFI492),PineBridge US Equity Fund (AGS048),PineBridge Investments Hong Kong Limited,19/10/2001,Offering Documents,No,AFI492,AGS048,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS048&docType=OD,1.0,pinebridge us equity fund,stock,AGS048,6.00%,1.00%,0,1.50%,0.05%,0,0.05%,AGS048,daily
BNY Mellon Global Funds plc (AGR102),BNY Mellon Asian Opportunities Fund (AGR105),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR105,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR105&docType=OD,1.0,bny mellon asian opportunities fund,other,AGR105,5%,5%,0,2.0%,0,0,0.60%,AGR105,daily
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global Bond Fund (AGR116),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR116,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR116&docType=OD,1.0,bny mellon global bond fund,bond,AGR116,5%,5%,0,1.0%,0,0,0.60%,AGR116,daily
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global Opportunities Fund (AGR148),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR148,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR148&docType=OD,1.0,bny mellon global opportunities fund,other,AGR148,5%,5%,0,2.0%,0,0,0.60%,AGR148,daily
BNY Mellon Global Funds plc (AGR102),BNY Mellon Small Cap Euroland Fund (AGR113),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR113,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR113&docType=OD,1.0,bny mellon small cap euroland fund,other,AGR113,5%,5%,0,2.0%,0,0,0.60%,AGR113,daily
BNY Mellon Global Funds plc (AGR102),BNY Mellon S&P 500 Index Tracker (AGR161),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR161,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR161&docType=OD,1.0,bny mellon s&p 500 index tracker,index,AGR161,5%,5%,0,1.0%,0,0,0.60%,AGR161,daily
AXA Fixed Income Fund (AGG804),AXA USD-Hedged Global Bond Fund (AGZ948),AXA Investment Managers Asia Limited,27/9/2001,Offering Documents,No,AGG804,AGZ948,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGZ948&docType=OD,1.0,axa usd-hedged global bond fund,bond,AGZ948,5%,0,0,0.35%,0.13%,0,0,AGZ948,daily
Fidelity Funds (AAV264),Fidelity Funds - US High Yield Fund (AGV237),FIL Investment Management (Luxembourg) S.A.,9/8/2001,Offering Documents,No,AAV264,AGV237,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGV237&docType=OD,1.0,fidelity funds - us high yield fund,bond,AGV237,3.5%,1%,0,1.00%,0,0,0.35%,AGV237,daily
Schroder International Selection Fund (AEU509),Asian Opportunities (AGW496),Schroder Investment Management (Europe) S.A.,2/8/2001,Offering Documents,No,AEU509,AGW496,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW496&docType=OD,1.0,asian opportunities,other,AGW496,5.00%,1.00%,0,1.50%,0,0,0.25%,AGW496,daily
Hang Seng Investment Series (AEO342),Hang Seng Asian Bond Fund (AGS098),Hang Seng Investment Management Limited,24/7/2001,Offering Documents,No,AEO342,AGS098,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS098&docType=OD,1.0,hang seng asian bond fund,bond,AGS098,2.0%,0,0,1.00%,0,0,0,AGS098,daily
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - Emerging Markets Equity Fund (AGS023),Abrdn Investments Luxembourg S.A.,23/7/2001,Offering Documents,No,AAN337,AGS023,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS023&docType=OD,1.0,aberdeen standard sicav i - emerging markets equity fund,stock,AGS023,5.0%,1%,0,1.75%,0,0,0.60%,AGS023,daily
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - Select Emerging Markets Bond Fund (AGS024),Abrdn Investments Luxembourg S.A.,23/7/2001,Offering Documents,No,AAN337,AGS024,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS024&docType=OD,1.0,aberdeen standard sicav i - select emerging markets bond fund,bond,AGS024,5.0%,1%,0,1.50%,0,0,0.60%,AGS024,monthly
Fidelity Funds (AAV264),Fidelity Funds - European Dynamic Growth Fund (AGQ981),FIL Investment Management (Luxembourg) S.A.,24/4/2001,Offering Documents,No,AAV264,AGQ981,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGQ981&docType=OD,1.0,fidelity funds - european dynamic growth fund,stock,AGQ981,5.25%,1%,0,1.50%,0,0,0.35%,AGQ981,daily
Schroder International Selection Fund (AEU509),European Large Cap (AGO817),Schroder Investment Management (Europe) S.A.,9/4/2001,Offering Documents,No,AEU509,AGO817,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGO817&docType=OD,1.0,european large cap,other,AGO817,5.00%,1.00%,0,1.25%,0,0,0.25%,AGO817,daily
MFS Meridian Funds (ABT229),MFS Meridian Funds - Asia Ex-Japan Fund (AGH984),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH984,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH984&docType=OD,1.0,mfs meridian funds - asia ex-japan fund,other,AGH984,6%,0,0,1.05%,0,0,0.75%,AGH984,daily
MFS Meridian Funds (ABT229),MFS Meridian Funds - Emerging Markets Debt Fund (AGH988),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH988,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH988&docType=OD,1.0,mfs meridian funds - emerging markets debt fund,bond,AGH988,6%,0,0,0.90%,0,0,0.50%,AGH988,daily
MFS Meridian Funds (ABT229),MFS Meridian Funds - European Core Equity Fund (AGH986),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH986,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH986&docType=OD,1.0,mfs meridian funds - european core equity fund,stock,AGH986,6%,0,0,1.05%,0,0,0.75%,AGH986,daily
MFS Meridian Funds (ABT229),MFS Meridian Funds - European Smaller Companies Fund (AGH985),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH985,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH985&docType=OD,1.0,mfs meridian funds - european smaller companies fund,other,AGH985,6%,0,0,1.05%,0,0,0.75%,AGH985,daily
MFS Meridian Funds (ABT229),MFS Meridian Funds - European Value Fund (AGH992),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH992,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH992&docType=OD,1.0,mfs meridian funds - european value fund,other,AGH992,6%,0,0,1.05%,0,0,0.75%,AGH992,daily
MFS Meridian Funds (ABT229),MFS Meridian Funds - Japan Equity Fund (AGH990),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH990,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH990&docType=OD,1.0,mfs meridian funds - japan equity fund,stock,AGH990,6%,0,0,1.00%,0,0,0.75%,AGH990,daily
MFS Meridian Funds (ABT229),MFS Meridian Funds - U.S. Value Fund (AGH989),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH989,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH989&docType=OD,1.0,mfs meridian funds - u.s. value fund,other,AGH989,6%,0,0,1.05%,0,0,0.75%,AGH989,daily
Invesco Funds (AAV714),Invesco Energy Transition Fund (AGK656),INVESCO Management S.A.,22/3/2001,Offering Documents,No,AAV714,AGK656,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGK656&docType=OD,1.0,invesco energy transition fund,other,AGK656,0,1.00%,0,1.00%,0,0,0,AGK656,daily
BlackRock Global Funds (AAR239),Sustainable Energy Fund (AGL375),BlackRock (Luxembourg) S.A.,8/3/2001,Offering Documents,No,AAR239,AGL375,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGL375&docType=OD,1.0,sustainable energy fund,other,AGL375,5%,0,0,1.65%,0,0,0,AGL375,daily
Allianz Global Investors Choice Fund (AFH733),Allianz Choice HK$ Cash Fund (AGK160),Allianz Global Investors Asia Pacific Limited,13/2/2001,Offering Documents,No,AFH733,AGK160,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGK160&docType=OD,1.0,allianz choice hk$ cash fund,other,AGK160,5%,5%,2%,0.25%,0.07%,0.45%,0.25%,AGK160,daily
Barings Global Umbrella Fund (ABQ461),Barings Global Leaders Fund (AGG605),Baring International Fund Managers (Ireland) Limited,29/1/2001,Offering Documents,No,ABQ461,AGG605,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGG605&docType=OD,1.0,barings global leaders fund,other,AGG605,5%,0,0,1.50%,0,0,0,AGG605,daily
JPMorgan Funds (ACS938),JPMorgan Funds - America Equity Fund (AGD261),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD261,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD261&docType=OD,1.0,jpmorgan funds - america equity fund,stock,AGD261,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD261,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Asia Pacific Income Fund (AGD282),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD282,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD282&docType=OD,1.0,jpmorgan funds - asia pacific income fund,bond,AGD282,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD282,daily
JPMorgan Funds (ACS938),JPMorgan Funds - China Fund (AGD275),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD275,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD275&docType=OD,1.0,jpmorgan funds - china fund,other,AGD275,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD275,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Euroland Equity Fund (AGD265),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD265,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD265&docType=OD,1.0,jpmorgan funds - euroland equity fund,stock,AGD265,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD265,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Europe Equity Fund (AGD269),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD269,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD269&docType=OD,1.0,jpmorgan funds - europe equity fund,stock,AGD269,5.0%,1.0%,0%,1.0%,0,0,0.3%,AGD269,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Europe Small Cap Fund (AGD270),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD270,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD270&docType=OD,1.0,jpmorgan funds - europe small cap fund,other,AGD270,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD270,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Global Growth Fund (AGD273),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD273,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD273&docType=OD,1.0,jpmorgan funds - global growth fund,stock,AGD273,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD273,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Greater China Fund (AGD276),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD276,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD276&docType=OD,1.0,jpmorgan funds - greater china fund,other,AGD276,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD276,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Japan Equity Fund (AGD279),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD279,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD279&docType=OD,1.0,jpmorgan funds - japan equity fund,stock,AGD279,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD279,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Taiwan Fund (AGD278),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD278,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD278&docType=OD,1.0,jpmorgan funds - taiwan fund,other,AGD278,5.0%,1.0%,0%,1.5%,0,0,0.3%,AGD278,daily
